id;winner_ace;winner_df;winner_serve_points;winner_1st_in;winner_1st_won;winner_2nd_won;loser_df;loser_serve_points;loser_1st_in;loser_1st_won;loser_2nd_won;match_id;loser_ace
21975;17;3;111;71;54;25;6;112;50;42;35;101865;23
21976;0;0;6;2;1;3;0;10;8;7;1;101866;1
21977;6;3;82;57;43;13;0;66;42;25;16;101867;5
21978;1;1;65;41;28;18;0;72;35;24;20;101868;4
21979;3;2;65;42;35;9;0;66;38;23;13;101869;5
21980;5;1;58;40;32;8;4;55;31;18;13;101870;1
21981;8;4;83;44;31;16;2;75;34;24;18;101871;3
21982;6;2;103;57;41;19;4;101;68;42;15;101872;4
21983;6;3;84;56;40;15;1;66;36;24;15;101873;6
21984;5;4;75;50;32;12;3;63;38;25;10;101874;4
21985;3;0;81;46;34;20;1;71;51;34;12;101875;2
21986;4;1;57;38;30;13;3;75;41;31;16;101876;3
21987;5;4;68;41;29;13;5;85;39;27;15;101877;1
21988;2;1;54;35;24;10;3;67;33;19;13;101878;3
21989;10;2;107;59;42;28;2;108;51;37;31;101879;15
21990;4;1;77;38;32;25;4;88;47;37;20;101880;6
21991;6;2;70;33;25;23;4;75;44;32;13;101881;4
21992;2;2;51;31;26;13;5;64;35;22;14;101882;2
21993;5;1;43;28;23;10;2;48;33;18;6;101883;5
21994;2;3;117;65;47;28;2;110;67;48;22;101884;12
21995;1;1;59;48;32;5;0;57;43;21;8;101885;0
21996;3;2;116;74;55;24;3;122;65;52;30;101886;22
21997;3;0;50;18;15;24;3;51;23;15;10;101887;6
21998;4;3;85;40;34;26;3;82;40;32;24;101888;2
21999;0;1;57;40;29;10;2;53;29;15;15;101889;0
22000;1;1;51;32;25;13;4;63;33;22;12;101890;3
22001;9;6;100;60;38;21;2;78;43;29;19;101891;7
22002;3;2;94;63;43;19;1;92;70;52;8;101892;2
22003;0;0;15;12;7;2;2;19;11;3;4;101893;1
22004;4;1;79;48;33;16;1;72;42;31;17;101894;7
22005;4;3;63;31;23;22;1;66;45;27;11;101895;1
22006;4;1;60;51;37;4;5;72;43;27;11;101896;1
22007;5;0;65;39;33;17;1;68;47;36;10;101897;5
22008;2;4;80;40;30;24;3;84;53;35;14;101899;9
22009;3;2;60;42;25;10;1;57;46;25;3;101900;0
22010;4;6;94;57;41;15;1;136;96;52;22;101901;2
22011;1;1;66;45;32;7;1;57;50;27;1;101902;0
22012;1;0;54;40;25;9;6;75;33;24;16;101903;3
22013;9;0;54;35;28;12;0;66;46;26;10;101904;0
22014;3;1;58;37;29;12;1;64;50;30;10;101905;0
22015;1;0;54;36;23;13;3;63;38;23;9;101906;2
22016;0;2;68;52;35;10;6;77;50;38;10;101907;6
22017;6;4;60;30;24;13;5;45;25;18;4;101908;3
22018;9;1;92;49;37;21;6;101;58;44;16;101909;5
22019;5;1;63;36;28;16;3;58;24;19;14;101910;6
22020;1;3;28;13;10;3;0;24;17;7;3;101911;0
22021;17;1;65;44;36;11;4;74;35;27;18;101912;5
22022;6;2;50;28;21;11;4;57;37;18;8;101913;2
22023;3;15;76;32;26;19;11;96;59;35;16;101914;1
22024;4;1;52;30;22;14;4;58;27;17;15;101915;4
22025;5;2;64;38;32;16;7;60;32;26;13;101916;8
22026;5;12;137;86;62;19;1;124;76;54;24;101917;3
22027;11;7;111;62;50;21;2;74;41;36;19;101918;11
22028;5;3;105;55;36;24;2;80;31;15;26;101919;6
22029;10;1;93;59;40;12;9;101;54;36;18;101920;3
22030;7;7;75;36;32;22;4;98;43;36;22;101921;14
22031;5;4;77;43;31;16;11;83;47;33;11;101922;2
22032;11;3;74;42;30;19;5;72;47;31;13;101923;3
22033;17;6;61;33;28;15;6;56;41;29;3;101924;4
22034;3;2;74;39;31;22;4;78;42;30;18;101925;9
22035;7;0;51;27;23;16;2;54;39;24;7;101926;2
22036;8;3;65;35;30;17;2;65;41;28;13;101927;3
22037;5;5;82;62;47;12;6;86;45;36;19;101928;6
22038;8;4;96;46;38;21;5;103;59;37;19;101929;2
22039;6;7;88;54;32;16;10;88;53;35;16;101930;5
22040;10;4;114;65;39;27;3;118;82;50;14;101931;1
22041;7;2;78;43;30;19;3;86;48;32;20;101932;8
22042;1;5;88;52;39;17;1;109;63;42;19;101933;8
23220;3;1;52;31;24;14;2;51;28;19;6;101934;2
23221;10;1;80;39;25;25;15;110;51;29;32;101935;5
23222;4;1;48;24;19;16;3;64;32;22;11;101936;3
23223;1;2;48;25;18;14;1;31;16;3;7;101937;1
23224;6;2;41;24;22;14;1;48;25;16;12;101938;2
23225;7;3;52;30;25;9;4;47;23;12;10;101939;0
23226;3;2;61;32;26;16;7;62;33;23;10;101940;10
23227;4;1;61;39;32;13;8;66;41;28;14;101941;7
22071;8;3;50;25;23;16;3;44;21;15;13;101942;5
22072;10;6;76;42;29;21;4;77;41;29;19;101943;14
22073;8;3;37;20;18;10;5;38;18;12;3;101944;1
22074;16;4;67;45;37;15;3;78;41;33;21;101945;5
22075;6;2;50;27;24;11;2;75;45;30;9;101946;2
22076;15;2;75;36;30;21;2;67;38;26;10;101947;4
22077;4;1;70;47;37;13;1;67;39;27;15;101948;1
22078;7;3;94;58;39;20;5;111;63;39;19;101949;6
22079;4;1;54;37;32;11;6;68;37;22;15;101950;4
22080;5;2;111;67;52;27;4;95;60;50;20;101951;11
22081;8;1;106;73;50;23;8;86;36;32;29;101952;16
22082;12;4;97;67;55;18;4;93;57;46;20;101953;10
22083;8;3;69;46;36;13;2;60;44;31;8;101954;8
22084;3;2;48;27;20;13;1;59;27;16;13;101955;3
22085;3;2;46;27;21;12;1;53;32;18;11;101956;3
22086;7;1;79;50;37;15;7;87;47;27;22;101957;6
22087;5;5;104;56;40;28;2;105;63;45;22;101958;7
22088;3;1;63;31;26;20;3;82;46;30;18;101959;4
22089;5;3;60;37;29;12;3;68;49;28;8;101960;2
22090;9;1;77;39;31;23;9;99;56;35;20;101961;5
22091;4;1;49;24;21;17;1;72;38;24;16;101962;2
22092;6;0;104;54;41;21;0;83;54;33;17;101963;1
22093;4;2;75;27;21;26;5;61;22;18;17;101964;2
22094;4;0;26;12;8;10;0;20;20;11;0;101965;0
22095;3;1;68;43;31;16;3;62;40;28;12;101966;2
22096;0;2;80;42;25;28;2;69;34;24;17;101967;2
22097;6;4;78;34;22;21;15;82;27;20;20;101968;3
22098;6;6;78;45;32;18;3;77;46;27;16;101969;2
22099;3;2;67;36;24;18;3;88;50;27;19;101970;1
22100;2;4;62;36;31;11;2;67;35;19;16;101971;1
22101;1;2;54;37;28;10;4;54;27;15;11;101972;0
22102;4;4;51;30;24;13;7;59;27;17;13;101973;0
22103;7;5;111;58;45;29;7;117;55;44;29;101974;6
22104;2;8;60;25;21;18;1;58;45;26;5;101975;2
22105;3;0;53;27;20;16;4;56;28;19;11;101976;3
22106;5;5;139;75;43;38;5;126;79;54;22;101977;1
22107;0;1;53;32;22;11;2;46;23;11;9;101978;1
22108;2;0;55;32;23;14;3;50;29;17;10;101979;2
22109;1;2;50;35;28;9;6;55;26;18;8;101980;1
22110;4;5;67;30;27;21;7;74;36;33;14;101981;6
22111;2;3;48;24;16;16;2;50;22;15;9;101982;2
22112;4;3;34;18;15;9;0;45;28;11;5;101983;1
22113;2;0;66;31;21;23;2;56;30;21;10;101984;5
22114;1;1;51;23;16;21;3;50;28;16;10;101985;1
22115;2;3;65;40;25;13;1;52;37;16;6;101986;1
22116;9;2;97;62;38;19;1;73;32;20;20;101987;0
22117;2;4;62;30;20;20;5;67;37;24;8;101988;1
22118;4;3;89;44;34;31;5;101;62;41;20;101989;1
22119;2;1;35;20;15;13;8;50;21;15;6;101990;1
22120;1;4;44;19;13;18;6;46;26;13;6;101991;2
22121;4;4;51;24;22;17;0;59;28;20;14;101992;3
22122;5;3;65;30;24;18;2;54;34;21;7;101993;1
22123;2;5;79;42;34;20;4;75;42;31;19;101994;4
22124;0;1;60;43;32;8;0;49;26;18;7;101995;2
22125;3;4;41;18;16;12;6;60;25;14;12;101996;4
22126;1;2;47;29;23;13;2;49;25;17;10;101997;3
22127;3;3;72;51;30;11;2;73;51;27;10;101998;2
22128;1;5;82;42;27;25;4;81;50;36;12;101999;5
22129;3;3;62;36;26;16;1;57;34;22;13;102000;2
22130;5;6;104;50;35;29;4;95;41;33;21;102001;9
22131;3;2;66;41;29;14;1;67;51;30;9;102002;0
22132;3;2;93;63;44;18;6;95;59;44;16;102003;3
22133;5;4;108;57;40;29;4;102;63;35;23;102004;2
22134;0;8;75;35;23;19;6;92;37;27;20;102005;5
22135;2;2;57;33;24;14;3;55;38;23;7;102006;0
22136;8;4;47;22;21;16;2;47;24;18;8;102007;2
22137;10;7;95;48;40;28;5;84;47;26;24;102008;2
22138;11;4;67;28;26;22;2;64;30;24;17;102009;9
22139;4;2;61;31;23;18;2;75;42;26;19;102010;3
22140;4;2;47;21;16;14;2;63;30;16;9;102011;1
22141;1;4;64;36;27;10;5;76;43;24;13;102012;1
22142;14;4;56;30;26;15;4;71;42;30;13;102013;0
22143;6;5;55;35;30;10;3;48;34;25;8;102014;3
22144;14;3;97;48;37;25;8;80;38;27;23;102015;6
22145;5;1;58;34;26;15;5;81;36;24;19;102016;6
22146;8;2;102;59;46;29;2;115;68;44;29;102017;1
22147;2;4;77;31;22;26;4;70;36;26;13;102018;6
22148;10;5;103;55;44;18;11;87;41;33;23;102019;14
22149;20;6;85;42;36;21;1;82;52;35;19;102020;6
23327;6;4;54;27;24;12;4;59;33;21;12;102021;3
23328;5;5;58;30;24;16;7;87;51;28;17;102022;2
23329;5;2;56;38;26;6;6;61;35;19;8;102023;0
23330;6;5;64;33;29;11;5;58;31;20;9;102024;2
23331;12;9;81;38;34;20;7;71;33;27;19;102025;6
23332;5;2;78;40;28;20;11;74;34;25;13;102026;6
23333;24;5;121;64;49;33;8;115;71;48;29;102027;3
23334;4;4;69;39;32;15;5;68;35;27;14;102028;7
23335;1;0;73;32;21;32;6;72;36;27;21;102029;2
23336;7;4;76;43;33;22;4;73;45;40;12;102030;9
23337;5;5;84;47;38;18;6;83;48;33;20;102031;4
23338;4;1;57;31;24;20;0;57;27;18;14;102032;5
23339;20;4;65;32;28;14;5;73;53;30;9;102033;6
23340;4;2;92;65;47;15;5;84;39;29;25;102034;13
23341;6;4;79;55;44;9;6;80;42;31;18;102035;12
23342;5;3;68;44;32;16;4;57;28;24;12;102036;8
23343;4;1;48;29;25;16;3;61;28;22;15;102037;6
23344;2;2;54;34;26;10;1;45;26;15;7;102038;1
23345;5;3;53;31;26;9;4;68;34;22;15;102039;5
23346;6;5;61;36;27;11;5;48;25;18;5;102040;3
23347;3;2;77;50;36;19;9;102;31;22;37;102041;5
21063;9;5;59;27;25;14;3;61;29;18;11;102042;2
21064;7;3;78;38;26;23;3;64;34;25;16;102043;0
21065;3;1;52;31;23;15;1;40;26;11;7;102044;0
21066;6;7;112;63;43;20;4;103;79;49;7;102045;0
21067;0;3;53;39;27;8;3;46;25;12;7;102046;0
21068;4;9;68;27;19;20;2;93;59;31;12;102047;2
21069;2;7;77;40;33;18;3;63;39;29;10;102048;6
21070;2;5;104;70;45;14;7;107;75;44;12;102049;3
21071;0;0;46;34;25;4;3;52;28;12;8;102050;0
21072;4;2;62;41;26;13;2;86;44;24;19;102051;2
21073;2;4;64;41;27;13;8;79;49;29;9;102052;0
21074;10;2;58;24;16;14;9;64;36;22;6;102053;1
21075;0;1;39;17;11;13;2;32;19;10;3;102054;2
21076;2;2;63;36;22;12;4;70;29;20;15;102055;2
21077;3;0;45;28;20;11;2;38;21;8;6;102056;0
21078;3;1;47;27;22;13;7;45;18;10;11;102057;0
21079;4;2;60;38;24;10;0;47;30;14;6;102058;1
23434;0;9;57;37;23;9;15;71;31;20;13;102059;2
23435;2;3;43;18;12;19;0;48;33;11;8;102060;0
23436;6;4;50;33;26;6;4;62;36;22;6;102061;2
23437;1;4;64;38;23;13;4;82;33;24;14;102062;6
23438;1;1;88;48;36;20;4;72;38;27;15;102063;2
23439;4;1;49;23;19;18;3;60;31;22;13;102064;2
23440;2;4;75;58;42;11;3;76;49;36;11;102065;2
23441;7;6;109;62;38;23;9;82;33;24;22;102066;4
23442;2;1;100;56;34;18;2;88;62;37;12;102067;1
23443;1;1;46;24;18;15;0;61;39;18;11;102068;1
23444;5;5;89;53;42;15;8;121;65;39;24;102069;2
23445;3;3;58;26;17;21;1;67;35;25;9;102070;5
23446;3;0;56;39;32;9;5;66;32;23;15;102071;6
23447;1;3;76;50;33;12;1;68;40;23;12;102072;3
23448;6;8;61;32;26;13;4;83;45;28;16;102073;3
23449;0;3;64;39;25;9;4;71;56;27;4;102074;0
23450;7;1;91;43;29;28;6;79;39;25;13;102075;4
23451;6;5;57;34;26;13;3;62;34;20;13;102076;1
23452;3;2;58;35;24;12;4;83;44;26;18;102077;5
23453;5;5;104;58;40;23;6;88;44;28;25;102078;4
23454;2;0;103;72;50;21;7;95;48;45;19;102079;15
23455;1;1;66;42;28;14;2;58;26;17;14;102080;2
23456;4;4;105;71;42;21;5;87;41;33;22;102081;14
23457;7;2;78;49;42;7;2;55;42;27;8;102082;5
23458;6;1;108;65;43;20;3;89;42;30;21;102083;4
23459;3;2;45;28;24;8;12;62;40;26;3;102084;8
23460;6;1;69;34;26;21;5;54;33;21;10;102085;1
23461;9;6;66;38;32;13;1;61;41;26;8;102086;6
23462;0;1;64;38;24;10;0;72;51;20;13;102087;1
23463;0;0;67;47;33;12;2;93;61;38;13;102088;6
23464;4;1;64;31;25;15;6;66;41;25;11;102089;0
23465;3;2;88;49;35;18;3;61;29;23;12;102090;6
23466;3;4;111;73;47;17;5;123;71;42;24;102091;2
23467;0;2;84;64;41;11;3;69;38;24;12;102092;2
23468;6;2;70;46;36;14;8;99;61;44;13;102093;5
23469;7;0;52;25;22;16;6;68;40;29;7;102094;5
23470;0;0;53;35;21;10;2;68;44;24;10;102095;2
23471;10;3;76;41;34;18;4;58;28;19;19;102096;3
23472;2;2;61;38;30;13;0;61;45;26;11;102097;1
23473;4;3;105;55;34;30;4;86;35;27;23;102098;5
23474;2;0;65;39;27;15;3;54;25;18;13;102099;4
23475;2;2;68;39;28;13;4;73;53;31;8;102100;2
23476;3;0;160;97;62;37;1;170;123;74;22;102101;0
23477;4;1;51;20;17;19;7;70;43;23;9;102102;4
23478;1;4;104;56;35;26;8;93;43;31;21;102103;4
23479;1;1;45;29;24;8;3;49;36;20;2;102104;2
23480;4;3;62;40;29;11;8;73;37;30;10;102105;3
23481;3;5;91;47;32;22;1;69;47;28;9;102106;4
23482;11;5;116;73;51;20;6;104;57;39;25;102107;4
23483;2;2;43;24;22;14;4;53;30;18;13;102108;2
23484;4;1;90;59;42;21;3;81;37;27;27;102109;7
23485;2;3;91;40;29;33;6;104;58;39;23;102110;2
23486;8;3;47;28;25;12;3;46;34;22;3;102111;1
23487;5;8;68;23;20;24;11;78;37;28;14;102112;10
23488;13;5;90;51;41;21;7;109;59;44;21;102113;3
23489;6;3;94;51;34;28;8;98;53;37;26;102114;15
23490;4;4;78;39;30;22;1;66;37;25;18;102115;1
23491;2;2;51;24;18;17;10;71;41;25;9;102116;7
23492;9;3;67;39;27;20;10;71;37;26;13;102117;2
23493;0;0;55;35;23;13;1;40;21;11;5;102118;4
23494;5;3;87;45;33;24;3;84;42;29;18;102119;4
23495;0;2;123;79;45;21;2;80;46;29;12;102120;0
23496;2;2;74;49;33;15;9;75;36;28;15;102121;1
23497;3;7;101;59;43;23;10;93;40;31;27;102122;6
23498;3;5;65;39;33;13;5;48;27;21;10;102123;2
23499;4;6;68;39;28;14;5;83;47;32;11;102124;3
23500;4;2;35;22;17;8;2;41;21;7;6;102125;1
23501;2;1;26;13;11;7;2;24;12;6;4;102126;0
23502;2;2;81;53;36;20;3;87;48;33;18;102127;3
23503;2;6;48;25;20;11;6;53;23;14;11;102128;3
23504;12;7;62;33;29;15;5;65;28;16;20;102129;1
23505;8;4;96;49;38;28;6;95;60;45;12;102130;11
23506;1;1;38;19;15;12;7;54;30;15;5;102131;0
23507;6;9;89;42;30;25;4;104;67;47;15;102132;9
23508;8;3;55;25;23;15;5;54;25;18;11;102133;5
23509;5;3;108;60;41;31;3;89;52;40;22;102134;13
23510;14;6;106;60;44;25;7;97;57;41;16;102135;1
23511;6;1;43;22;19;13;2;43;22;16;5;102136;1
23512;2;6;108;58;42;22;4;112;49;32;29;102137;7
23513;15;4;48;29;26;13;2;58;31;15;17;102138;0
23514;2;1;45;21;17;19;1;47;24;15;12;102139;3
23515;4;3;110;64;45;30;6;128;80;57;23;102140;7
23516;23;9;125;58;44;33;9;98;64;49;11;102141;5
22178;8;4;71;43;36;17;3;73;46;32;14;102142;6
22179;13;4;52;26;23;15;8;60;37;23;9;102143;1
22180;6;2;84;42;32;23;3;94;53;34;22;102144;3
22181;5;4;87;41;33;29;13;90;32;28;31;102145;10
22182;8;3;53;38;30;9;4;52;22;18;11;102146;2
22183;5;2;71;33;26;22;2;61;30;26;10;102147;9
22184;18;3;58;38;32;13;5;73;36;24;20;102148;6
22185;9;1;62;34;27;17;6;58;25;22;14;102149;6
22186;2;1;68;38;29;18;4;68;38;31;12;102150;10
22187;10;1;66;42;30;15;2;88;49;34;18;102151;5
22188;17;3;113;58;43;28;2;97;52;35;22;102152;8
22189;3;1;56;31;21;14;9;77;43;27;15;102153;6
22190;4;1;48;31;26;9;1;46;25;12;11;102154;4
22191;14;8;102;56;48;22;7;120;64;48;23;102155;11
22192;18;5;83;53;46;16;2;94;49;36;24;102156;12
22193;11;2;53;35;28;9;2;50;30;17;10;102157;1
22194;1;1;60;36;26;16;3;76;39;24;18;102158;8
22195;13;8;101;62;47;22;4;108;62;43;27;102159;3
22196;5;3;68;31;25;20;8;65;22;17;19;102160;1
22197;7;4;81;42;32;16;5;85;42;30;16;102161;4
22198;5;4;47;24;19;12;4;82;47;26;14;102162;1
22199;6;2;92;57;43;20;7;80;43;35;21;102163;13
22200;11;9;96;51;36;23;7;95;46;30;23;102164;10
22201;5;0;101;68;51;20;4;106;64;48;21;102165;2
22202;2;6;86;43;28;27;5;64;44;32;10;102166;14
22203;3;4;78;50;37;12;5;66;26;21;19;102167;8
22204;10;1;90;55;42;20;3;107;52;38;32;102168;9
22205;2;1;50;27;14;14;4;43;23;13;4;102169;0
22206;8;1;72;32;25;20;4;60;31;19;16;102170;0
22207;13;1;61;36;27;11;6;70;36;20;16;102171;1
22208;6;5;67;36;24;20;4;63;35;23;10;102172;3
22209;18;4;81;49;39;19;4;91;56;40;17;102173;3
22210;11;4;46;30;23;8;1;39;28;13;3;102174;0
22211;3;0;34;16;15;13;7;50;23;14;8;102175;3
22212;2;3;85;44;32;23;7;91;48;34;22;102176;7
22213;11;2;46;25;22;12;3;48;29;20;4;102177;5
22214;6;2;48;26;23;12;6;69;35;23;13;102178;4
22215;6;7;72;32;28;17;1;65;36;21;10;102179;1
22216;8;3;63;36;27;16;3;57;39;26;8;102180;2
22217;6;2;53;36;28;11;7;68;42;30;8;102181;2
22218;10;4;73;44;37;16;1;84;65;43;9;102182;7
22219;11;0;47;26;21;17;1;42;17;12;11;102183;5
22220;7;6;89;47;40;23;10;115;66;47;23;102184;13
22221;1;1;70;48;33;15;4;69;37;32;13;102185;5
22222;2;0;49;35;31;9;3;70;43;27;14;102186;7
22223;3;0;51;36;27;9;0;56;30;17;12;102187;1
22224;1;2;78;55;39;13;0;74;43;25;19;102188;7
22225;2;2;106;56;41;29;1;92;52;38;21;102189;6
22226;8;2;78;45;36;19;5;81;41;34;20;102190;15
22227;9;10;90;47;34;23;8;88;47;28;23;102191;2
22228;19;1;94;59;47;20;11;98;57;48;18;102192;15
22229;6;4;93;43;33;30;1;109;61;46;24;102193;2
22230;5;3;89;42;30;27;3;70;38;30;13;102194;4
22231;8;6;105;57;35;24;1;83;46;32;21;102195;9
22232;9;0;84;39;30;26;5;94;39;22;27;102196;11
22233;6;2;78;45;32;19;4;60;29;23;19;102197;1
22234;8;1;52;39;31;6;5;65;35;23;11;102198;4
22235;3;4;59;34;30;13;5;79;48;35;11;102199;4
22236;4;4;78;47;37;12;0;79;52;32;13;102200;2
22237;5;1;97;59;37;25;0;92;52;42;19;102201;16
22238;12;3;70;39;29;16;2;58;28;19;16;102202;8
22239;7;4;115;55;43;32;1;95;61;44;16;102203;9
22240;6;2;75;40;30;15;9;82;37;28;16;102204;7
22241;9;1;50;28;22;14;1;40;23;14;8;102205;0
22242;9;1;80;60;40;11;3;92;49;32;20;102206;7
22243;5;2;141;81;57;32;13;142;77;50;38;102207;10
22244;4;2;43;19;17;16;2;38;20;11;7;102208;1
22245;6;3;50;36;32;7;2;61;42;31;4;102209;7
22246;6;3;90;48;35;24;4;104;41;32;31;102210;8
22247;11;0;52;33;27;12;2;54;28;18;11;102211;1
22248;1;5;105;65;48;21;6;98;54;44;22;102212;18
22249;4;1;56;27;21;18;3;62;21;14;19;102213;3
22250;0;3;61;38;26;15;4;64;27;14;18;102214;3
22251;5;2;40;20;17;11;3;50;31;11;8;102215;1
22252;5;2;75;35;28;20;5;83;51;34;12;102216;4
22253;0;4;61;39;25;10;1;55;28;15;10;102217;3
22254;5;5;88;39;34;24;1;87;56;34;19;102218;5
22255;3;5;69;28;22;22;1;70;48;28;9;102219;2
22256;0;2;44;25;19;10;2;77;36;23;16;102220;5
23541;2;2;56;21;15;24;9;77;46;32;12;102221;5
23542;1;8;97;68;43;12;2;101;68;41;17;102222;1
23543;1;2;70;52;36;10;7;61;21;18;17;102223;6
23544;6;1;69;41;27;16;1;58;41;20;11;102224;6
23545;2;2;52;37;26;10;2;55;35;20;10;102225;2
23546;7;1;41;27;21;10;2;54;24;13;11;102226;4
23547;1;1;66;47;35;12;3;55;27;22;12;102227;4
23548;4;1;95;71;48;13;0;93;61;38;18;102228;9
23549;1;3;87;42;28;27;2;96;41;25;26;102229;2
23550;3;1;54;27;18;17;6;50;31;16;6;102230;1
23551;9;6;75;36;29;20;6;90;41;33;21;102231;6
23552;6;0;92;50;34;21;6;119;57;38;25;102232;5
23553;1;2;64;50;36;6;2;50;26;17;11;102233;1
23554;2;5;85;52;32;13;1;67;51;24;7;102234;1
23555;3;0;77;46;30;14;4;59;42;21;11;102235;1
23556;2;2;40;19;17;15;2;52;32;17;8;102236;1
23557;4;5;120;59;37;32;3;123;69;41;28;102237;11
23558;1;0;50;29;24;12;5;63;42;31;5;102238;2
23559;1;3;69;39;30;15;3;83;55;30;14;102239;3
23560;2;1;59;30;24;16;5;53;32;24;9;102240;3
23561;2;3;66;40;28;15;2;75;42;24;20;102241;0
22346;7;2;71;52;33;10;3;48;27;13;10;102242;0
22347;2;5;64;38;27;13;2;69;33;21;17;102243;4
22348;5;1;52;33;26;11;0;56;37;20;11;102244;2
22349;8;1;41;29;25;8;2;49;26;16;10;102245;2
22350;4;1;46;27;22;14;5;63;25;19;19;102246;7
22351;11;4;110;63;46;26;4;115;61;40;28;102247;8
22352;6;7;57;26;21;18;6;82;41;28;18;102248;12
22353;4;2;71;45;39;13;1;81;47;34;22;102249;6
22354;4;3;99;69;47;17;6;101;57;40;15;102250;5
22355;5;6;81;46;31;17;2;61;40;23;10;102251;2
22356;11;8;91;53;46;21;3;95;71;48;14;102252;1
22357;6;4;69;39;30;17;13;99;59;40;11;102253;6
22358;7;5;85;46;34;19;2;78;42;28;16;102254;10
22359;4;1;83;57;39;17;4;88;56;41;16;102255;5
22360;5;1;42;27;22;12;2;42;25;16;5;102256;3
22361;7;4;80;51;39;12;10;94;52;35;16;102257;9
22362;3;4;91;52;32;16;5;110;65;35;16;102258;10
22363;3;4;54;33;29;9;4;63;31;18;15;102259;5
23648;4;3;55;29;24;17;1;57;31;23;10;102260;7
23649;6;1;43;24;21;10;3;35;14;5;8;102261;2
23650;7;5;52;27;23;12;9;43;17;10;8;102262;3
23651;7;2;75;40;28;21;6;69;38;20;20;102263;2
23652;15;8;112;73;53;22;8;123;64;47;30;102264;8
23653;5;1;51;34;28;10;3;62;34;23;13;102265;2
23654;1;1;55;29;24;20;3;73;35;24;18;102266;2
23655;15;1;56;35;30;15;2;63;44;28;10;102267;3
23656;5;2;44;23;20;16;2;60;29;19;12;102268;1
23657;5;1;52;28;20;16;4;57;32;18;9;102269;4
23658;6;8;80;45;32;15;7;88;46;32;20;102270;5
23659;3;0;40;28;22;10;6;45;23;13;9;102271;0
23660;3;1;47;35;27;8;6;54;23;13;13;102272;2
23661;7;6;64;36;30;17;4;64;40;29;11;102273;5
23662;11;0;123;74;42;29;4;114;60;38;28;102274;1
23663;4;2;71;42;30;16;1;80;53;33;13;102275;5
23664;5;1;47;23;21;15;1;51;32;20;7;102276;6
23665;8;5;72;39;29;20;2;54;27;18;14;102277;4
23666;5;2;98;64;44;19;2;98;54;32;20;102278;0
23667;7;4;120;64;47;27;4;113;57;39;29;102279;10
23668;3;3;58;33;25;15;3;81;42;30;15;102280;1
23669;11;4;111;59;44;27;4;102;62;48;18;102281;4
23670;20;2;98;52;44;25;14;110;51;41;28;102282;11
23671;18;10;109;58;47;32;4;110;72;58;21;102283;11
23672;4;1;65;45;32;10;3;81;49;32;14;102284;4
23673;2;2;114;83;56;13;4;92;54;38;19;102285;7
23674;1;4;56;25;22;17;4;65;37;24;13;102286;2
23675;9;1;80;43;38;17;1;75;44;32;17;102287;9
23676;4;4;66;32;27;16;3;63;33;22;11;102288;4
23677;7;4;83;43;31;17;3;61;31;20;11;102289;1
23678;1;1;73;37;25;21;4;50;22;16;11;102290;4
23679;5;3;121;64;45;27;2;84;48;38;19;102291;8
23680;4;4;81;48;34;18;3;59;41;31;7;102292;3
23681;19;8;96;48;42;21;8;109;58;45;20;102293;6
23682;6;4;99;46;32;32;3;111;66;45;20;102294;5
23683;2;0;56;37;26;12;2;58;35;23;7;102295;9
23684;6;1;40;18;13;16;5;51;23;15;6;102296;3
23685;2;1;71;33;26;22;2;76;45;31;14;102297;4
23686;2;1;53;33;27;12;12;78;46;30;12;102298;4
23687;1;3;68;38;27;18;3;80;46;30;10;102299;6
23688;3;1;54;30;23;15;3;50;27;15;9;102300;0
23689;1;1;45;30;20;14;2;46;32;17;6;102301;3
23690;5;4;79;45;30;16;3;67;39;27;12;102302;7
23691;5;2;53;28;23;16;7;70;37;23;15;102303;4
23692;7;6;98;57;45;21;1;89;51;38;18;102304;4
23693;17;3;58;31;25;16;4;59;26;17;14;102305;2
23694;6;2;49;26;23;11;3;45;23;15;10;102306;5
23695;7;3;48;35;28;6;0;63;33;17;17;102307;1
23696;6;1;96;73;55;9;5;112;66;47;16;102308;9
23697;11;4;67;41;34;16;5;91;50;35;19;102309;3
23698;3;3;50;30;20;10;9;61;24;15;13;102310;3
23699;7;0;47;28;25;12;3;52;35;21;9;102311;0
23700;11;1;41;25;23;13;3;47;25;19;9;102312;7
23701;3;2;98;65;47;16;4;91;50;30;20;102313;5
23702;7;7;88;42;33;22;4;81;45;35;16;102314;6
23703;5;1;20;12;11;5;2;23;17;8;3;102315;0
23704;11;4;62;36;29;17;7;74;38;29;16;102316;5
23705;10;7;89;52;41;19;7;84;53;39;15;102317;6
23706;7;3;54;31;24;15;6;74;48;28;11;102318;2
23707;8;2;81;48;36;18;1;92;50;34;18;102319;5
23708;0;2;55;39;24;7;3;50;32;16;5;102320;2
23709;10;0;36;26;25;7;5;42;17;10;9;102321;5
23710;4;3;97;59;43;20;4;84;49;36;11;102322;6
23711;8;6;90;55;37;22;1;116;64;41;25;102323;4
23712;6;3;79;56;34;11;3;93;72;46;10;102324;2
23713;14;5;102;55;47;21;7;99;46;37;29;102325;7
23714;9;4;93;59;45;17;6;109;70;47;15;102326;11
23715;12;5;65;31;25;18;4;56;37;21;12;102327;1
23716;3;3;95;65;46;13;2;102;50;36;20;102328;2
